E[1] [eV],Im(eps)_nk_20,Im(eps)_nk_22,Im(eps)_nk_24,Im(eps)_nk_26,Im(eps)_nk_28,Im(eps)_nk_30,Im(eps)_nk_32,Im(eps)_nk_34,Im(eps)_nk_36,Im(eps)_nk_38,Im(eps)_nk_40
11.954890,0.12919000,0.10877600,0.09674500,0.10436100,0.15309400,0.10063800,0.10706400,0.13296600,0.12381200,0.10621500,0.11926600
11.992480,0.13502800,0.12792300,0.09814200,0.11707100,0.15520400,0.10772200,0.11752300,0.13712200,0.13547800,0.11563300,0.12392500
12.030070,0.14060200,0.15067100,0.10488900,0.13555700,0.15790900,0.11834400,0.12935800,0.13811600,0.14645000,0.12665900,0.12883700
12.067670,0.14598900,0.17094400,0.11474300,0.15345700,0.15645300,0.13384500,0.13919300,0.13918500,0.15318600,0.14060200,0.13403700
12.105260,0.15568300,0.18619500,0.12463300,0.15963200,0.15230200,0.15328900,0.14528600,0.14231000,0.15691100,0.15540000,0.13843500
12.142860,0.17205400,0.19429500,0.13457500,0.15541900,0.14891900,0.17305700,0.14949800,0.14773200,0.16148400,0.16928100,0.14312000
12.180450,0.18842100,0.19097600,0.14827800,0.15362300,0.14820800,0.18882400,0.15364600,0.15441800,0.16676600,0.18216700,0.14980100
12.218040,0.19566600,0.18397700,0.16817100,0.15894500,0.15230400,0.20381200,0.15991900,0.16159600,0.17129800,0.19154100,0.15838200
12.255640,0.19388500,0.18278200,0.19153100,0.16914700,0.16121300,0.22064300,0.17124400,0.16979300,0.17731500,0.19662000,0.17066100
12.293230,0.18794800,0.19171700,0.21602800,0.18274200,0.17562400,0.23361400,0.18943700,0.18053800,0.18691400,0.20363100,0.18970400
12.330830,0.18695900,0.21134700,0.24003700,0.19877300,0.19643300,0.23817600,0.21558400,0.19603100,0.20205700,0.21727500,0.21768700
12.368420,0.19616600,0.24017900,0.26118000,0.21487800,0.21840400,0.23711900,0.24224200,0.21586900,0.22190400,0.23276300,0.24887700
12.406010,0.21215000,0.27080300,0.28099300,0.22569300,0.23457600,0.24041500,0.25970500,0.23630200,0.24243500,0.24109200,0.27210400
12.443610,0.21975800,0.28891600,0.29951100,0.22997300,0.24538900,0.25119100,0.27343100,0.25654400,0.25440900,0.24546000,0.28447600
12.481200,0.21026000,0.29482900,0.31441600,0.23813700,0.25739200,0.25798700,0.28808400,0.27853500,0.25533100,0.25245000,0.29054400
12.518800,0.19871500,0.29580300,0.32103400,0.25800400,0.27030400,0.25808800,0.29806400,0.30073400,0.25945900,0.26264600,0.29121100
12.556390,0.19895200,0.29418700,0.30444900,0.28630400,0.27922000,0.26002900,0.30421300,0.31356300,0.27335600,0.27351400,0.28757900
12.593980,0.21401200,0.29328600,0.27660300,0.31975800,0.29053700,0.26695800,0.30693900,0.31328200,0.29094100,0.28667800,0.28762600
12.631580,0.23920200,0.29355800,0.26191000,0.36117400,0.30417400,0.28022000,0.30942800,0.31609800,0.30748200,0.30096100,0.29225700
12.669170,0.26157500,0.29828900,0.26951200,0.39987800,0.31191500,0.29528500,0.32109300,0.33049900,0.32335500,0.31322400,0.29898900
12.706770,0.27752800,0.32026100,0.29931900,0.40953900,0.32511700,0.30839100,0.33916900,0.34473100,0.34346600,0.32711100,0.30847200
12.744360,0.30306900,0.35871200,0.34260700,0.39643700,0.35409300,0.32449100,0.35075600,0.35120200,0.37091800,0.34648400,0.32206300
12.781950,0.35172900,0.38565600,0.38238900,0.38611400,0.39468400,0.34367100,0.35665400,0.36009300,0.40503900,0.37193000,0.34522300
12.819550,0.42679200,0.38169000,0.41309800,0.39245700,0.44257000,0.37136800,0.37332200,0.38054900,0.44046300,0.40665200,0.38440600
12.857140,0.51399000,0.37294800,0.44374600,0.41944400,0.48875300,0.41802200,0.40813700,0.41332100,0.46504800,0.45015100,0.43479800
12.894740,0.58840600,0.38814800,0.48504900,0.46316700,0.52027700,0.48737500,0.45478000,0.46371900,0.48664600,0.49865600,0.48985500
12.932330,0.66494100,0.43715700,0.54280700,0.52792100,0.55318000,0.57575300,0.50819200,0.53667000,0.52635700,0.55963700,0.55893700
12.969920,0.76972900,0.51919600,0.61497400,0.61017400,0.60957200,0.67991000,0.57639700,0.62905000,0.59200800,0.63994500,0.64620700
13.007520,0.86455700,0.62185300,0.69272100,0.69355800,0.68685700,0.79109100,0.66185500,0.72688700,0.67779400,0.73080300,0.74008700
13.045110,0.90241400,0.72376200,0.75617200,0.76614900,0.77704700,0.88217400,0.75604400,0.80453800,0.76309000,0.81435100,0.82784000
13.082710,0.90187400,0.81643300,0.81066600,0.82601900,0.86865900,0.93314600,0.85336900,0.85141300,0.83559900,0.87636900,0.89657900
13.120300,0.91307900,0.91093000,0.87450400,0.86382700,0.93328300,0.94610200,0.95315300,0.88992000,0.89585000,0.91463300,0.93003400
13.157890,0.96318200,0.99710000,0.92196300,0.87691900,0.96745900,0.95238300,1.04695300,0.93015400,0.92709800,0.92223000,0.93188900
13.195490,1.02594700,1.03446400,0.94805900,0.90128200,1.00092800,0.96609300,1.08505300,0.95523000,0.93728400,0.92092000,0.93338200
13.233080,1.04030800,1.02283300,0.98538600,0.95815900,1.02623700,0.95166000,1.05434600,0.98227200,0.97165600,0.93160300,0.94420700
13.270670,0.99194400,1.02309900,1.05319800,1.01864900,0.99504200,0.91161900,1.02014300,1.02042400,1.02292400,0.94393800,0.97124800
13.308270,0.93854500,1.08599600,1.14763200,1.02180200,0.92766400,0.90152900,1.02387600,1.03270900,1.05776400,0.96834700,1.01518700
13.345860,0.91649800,1.22211300,1.19473500,0.98848700,0.88390100,0.94583700,1.03879400,1.01385800,1.09201300,1.01349600,1.03501500
13.383460,0.93644300,1.35865500,1.12977400,0.99942000,0.89597200,1.00733200,1.02322900,1.01905700,1.12546300,1.05122200,1.01557200
13.421050,0.99641100,1.38230100,1.01891800,1.07617300,0.96356500,1.03388200,0.99984300,1.06763000,1.11900500,1.07254300,1.00829100
13.458640,1.07943200,1.27309900,0.94511100,1.19268800,1.03029600,1.04094600,1.00518500,1.11547200,1.07083200,1.10263800,1.05002900
13.496240,1.14860300,1.12191300,0.92324600,1.30152200,1.06522400,1.06683200,1.02793400,1.12601700,1.01758700,1.15548700,1.11283400
13.533830,1.12721200,0.98615400,0.95039200,1.32841400,1.11176700,1.12016400,1.03834100,1.10195100,0.99684100,1.20682800,1.14255000
13.571430,1.02721800,0.89004400,1.03175700,1.24631900,1.19473900,1.18156400,1.03828000,1.07469500,1.02465600,1.21069200,1.12877000
13.609020,0.95413800,0.85851600,1.13007600,1.12758100,1.28015800,1.21698100,1.05718700,1.07982300,1.08444300,1.15279200,1.12188100
13.646620,0.95179000,0.90456800,1.17629000,1.04265400,1.33415700,1.21320400,1.11372000,1.12746700,1.14380900,1.08040900,1.14851600
13.684210,1.01634600,1.02315500,1.20336500,1.01496700,1.34875800,1.19009000,1.20514600,1.19824600,1.18428900,1.05569400,1.19226100
13.721800,1.12813600,1.16090900,1.25101900,1.01951600,1.32009200,1.15755100,1.29977100,1.25206400,1.22358500,1.09163500,1.22176300
13.759400,1.23904300,1.22015900,1.29974000,1.04609800,1.26837300,1.13677600,1.36392100,1.25466500,1.27470100,1.16554600,1.23761700
13.796990,1.33210300,1.20114400,1.34938500,1.10985100,1.22453800,1.17613900,1.36593700,1.23381700,1.31310700,1.23915000,1.26877800
13.834590,1.41452000,1.20875300,1.38396400,1.19687400,1.18901600,1.29107500,1.31952900,1.24190400,1.33311400,1.28929100,1.29788400
13.872180,1.48383400,1.27925600,1.38659500,1.29330100,1.17309600,1.43579600,1.27575000,1.28106000,1.34341500,1.34590800,1.31416800
13.909770,1.51772900,1.39628200,1.39040100,1.40617700,1.19824600,1.53027500,1.26910200,1.34046600,1.34403300,1.40788000,1.33978300
13.947370,1.43554100,1.51502100,1.41350800,1.50486300,1.26410900,1.53802400,1.30729000,1.39348800,1.36455800,1.44554600,1.36409400
13.984960,1.27076500,1.53609800,1.38218100,1.50651700,1.33029800,1.47104300,1.36723400,1.39906600,1.40320700,1.45828300,1.36034600
14.022560,1.14688300,1.41359600,1.28383300,1.43071000,1.36205400,1.35994100,1.42380500,1.35723500,1.40458100,1.44440400,1.34331800
14.060150,1.13301200,1.23711400,1.21543800,1.38350000,1.39451900,1.25936700,1.45331000,1.32789800,1.36442700,1.39892400,1.33019800
14.097740,1.22252400,1.13290000,1.24864200,1.39445600,1.43976700,1.19803800,1.42233100,1.34267900,1.32122000,1.33216400,1.32949300
14.135340,1.34831200,1.14569200,1.39015800,1.43069900,1.43735000,1.16193500,1.35203600,1.38281100,1.28488000,1.27244700,1.35747500
14.172930,1.45695600,1.24089400,1.52851700,1.43417000,1.36418400,1.16266800,1.28988900,1.40213200,1.24260400,1.22920000,1.38160700
14.210530,1.55821100,1.34065600,1.50371900,1.39007900,1.28809200,1.21051600,1.23681000,1.36731700,1.20371800,1.20309600,1.36975500
14.248120,1.63653900,1.39151300,1.33980200,1.32243600,1.25013500,1.24917800,1.17864900,1.30309500,1.20779100,1.20870500,1.32297300
14.285710,1.62814300,1.40295500,1.15051700,1.25267800,1.22996600,1.23710500,1.13439700,1.24537600,1.26116000,1.24355100,1.25247100
14.323310,1.48471000,1.40691100,1.00021500,1.20609500,1.20014800,1.20727000,1.12873500,1.19123900,1.31333700,1.27291900,1.16246100
14.360900,1.26864700,1.41003700,0.92425500,1.16394200,1.13908300,1.19415400,1.14255400,1.13168700,1.32267600,1.26840600,1.08321100
14.398490,1.09446100,1.40357000,0.92662400,1.09099100,1.07071200,1.21768500,1.16181300,1.08807900,1.28601400,1.24350800,1.05685500
14.436090,1.00574000,1.35845300,0.98690700,0.99912900,1.04039100,1.28529500,1.20136600,1.07611700,1.21402300,1.21197800,1.07838900
14.473680,0.97402600,1.26261500,1.06076400,0.93363900,1.06079000,1.34002700,1.23560700,1.09603200,1.12945600,1.15603800,1.12416000
14.511280,0.93769800,1.13877100,1.10411200,0.92483300,1.11828000,1.31479600,1.24204500,1.11898700,1.04903700,1.07048700,1.17922200
14.548870,0.88578400,1.00948500,1.11122100,0.96764100,1.19677600,1.21481800,1.22025000,1.12485000,0.97329000,0.98843200,1.21038100
14.586460,0.86521400,0.90507500,1.12787400,1.03511600,1.25392600,1.09717600,1.15822700,1.12660600,0.93207800,0.94287400,1.19035700
14.624060,0.89478200,0.85540700,1.16581000,1.08087000,1.24858400,1.00006200,1.07204000,1.11498300,0.94754200,0.93761100,1.13638400
14.661650,0.93669600,0.85259800,1.17936900,1.06822000,1.19362100,0.92551100,0.98953600,1.07140600,0.99623100,0.97289100,1.07187500
14.699250,0.96525100,0.84058700,1.17074000,1.00963000,1.11718000,0.87363700,0.93233100,1.00918800,1.04147300,1.04605600,1.00335200
14.736840,0.99098300,0.79847900,1.18012900,0.97574800,1.03550000,0.86663000,0.91160400,0.95498500,1.06515400,1.13133600,0.94175200
14.774440,1.00705100,0.77780200,1.19328100,1.01168800,0.94236100,0.91351200,0.92559000,0.91874100,1.06884900,1.18607600,0.89588700
14.812030,1.01171600,0.82026600,1.16654800,1.09692100,0.85487800,0.96527000,0.94712800,0.91404400,1.05062700,1.15567800,0.87483400
14.849620,1.00563000,0.91858100,1.09087200,1.16808400,0.80050000,0.95568300,0.95227400,0.93569300,1.01494400,1.03975600,0.87030300
14.887220,0.97501700,1.03170800,0.99467200,1.14793600,0.78194700,0.90210800,0.93717300,0.94748600,0.98872100,0.91985000,0.88037800
14.924810,0.92454500,1.10958800,0.90918800,1.04247400,0.77565000,0.86810300,0.90319500,0.94718100,0.96793400,0.84153400,0.91160000
14.962400,0.88006400,1.12255800,0.85121600,0.93003700,0.77956700,0.87356800,0.85924800,0.95282300,0.94095500,0.80658700,0.94273400
15.000000,0.87371600,1.08136600,0.80874900,0.87484500,0.80306900,0.88940000,0.82728000,0.94359900,0.90136600,0.80146100,0.95096700
15.037590,0.88286500,1.00113300,0.75629200,0.88033300,0.83005700,0.90100300,0.81985000,0.91030600,0.83331100,0.79886500,0.94445500
15.075190,0.84917700,0.89659000,0.70515400,0.90172400,0.85056300,0.90174100,0.83161300,0.87660200,0.75688100,0.77853100,0.91867600
15.112780,0.78562500,0.80277500,0.66946800,0.88313500,0.87673300,0.88175900,0.85656200,0.84180500,0.71275000,0.75000500,0.87194100
15.150370,0.74972200,0.75058900,0.65166000,0.81360200,0.90768300,0.85209500,0.87110300,0.80274400,0.71149800,0.73008900,0.82605300
15.187970,0.74912800,0.72537400,0.64960200,0.73982100,0.92446500,0.83973800,0.86217300,0.77992600,0.74168500,0.73627900,0.79039600
15.225560,0.77474700,0.70567900,0.65871200,0.70105300,0.92084900,0.85980700,0.85168800,0.78549200,0.78109900,0.77434300,0.76432800
15.263160,0.83833100,0.70306600,0.68003400,0.69712100,0.90487900,0.87776500,0.85879400,0.79852300,0.81570500,0.82483900,0.74610100
15.300750,0.91648500,0.73499200,0.71288100,0.70257400,0.87044800,0.84417100,0.87505100,0.79447800,0.83625500,0.87745200,0.73531100
15.338350,0.96893200,0.79309600,0.74849800,0.68737000,0.81884800,0.77516300,0.88504600,0.78244000,0.82844100,0.93376000,0.73825900
15.375940,0.99113800,0.84641600,0.77510200,0.65084400,0.78151700,0.70968500,0.87121500,0.76104500,0.80698500,0.95931500,0.76455700
15.413530,0.97965700,0.88484200,0.80992000,0.60907100,0.76531000,0.66809500,0.82385800,0.73004700,0.80240200,0.92244700,0.80565200
15.451130,0.92124100,0.88954200,0.87378100,0.57996900,0.74484700,0.65608200,0.75455200,0.71262600,0.80797300,0.84976300,0.83170100
15.488720,0.84230500,0.85052900,0.93712400,0.58658700,0.70537500,0.67534500,0.68645500,0.70621200,0.79386900,0.77693300,0.82367200
15.526320,0.76304300,0.79301400,0.94909100,0.63923500,0.67383300,0.71455900,0.63002200,0.68982800,0.75893900,0.70661600,0.77764800
15.563910,0.68797000,0.73659600,0.91110600,0.74034600,0.67085200,0.75749000,0.59446200,0.67557600,0.72920100,0.64328500,0.71746600
15.601500,0.63739300,0.69004300,0.86115800,0.87959600,0.68476900,0.78644100,0.58352300,0.68754400,0.71439000,0.60407500,0.67765400
15.639100,0.62341100,0.66094200,0.80862900,0.98954300,0.69089800,0.79507300,0.58986700,0.72777200,0.71125200,0.59794100,0.67000500
15.676690,0.64702700,0.63565000,0.73878700,0.98831200,0.68996200,0.79773100,0.61465200,0.77512900,0.71626700,0.61718900,0.68166200
15.714280,0.67587900,0.60409100,0.65745300,0.90329700,0.68547000,0.78595200,0.66456900,0.80644500,0.72368400,0.63840300,0.68822800
15.751880,0.66838000,0.56890200,0.58770900,0.79700300,0.67145600,0.74989600,0.72129200,0.80702300,0.71677000,0.64261500,0.68012900
15.789470,0.63184000,0.55242000,0.55602000,0.71613000,0.66631000,0.69502300,0.75011000,0.76768800,0.68491700,0.64159900,0.66620100
15.827070,0.58536800,0.56788400,0.57368000,0.67762900,0.66533600,0.62693900,0.74248700,0.70322300,0.64204000,0.65458500,0.65094100
15.864660,0.53769600,0.60617700,0.62460400,0.66308600,0.64182600,0.56699100,0.71578500,0.64343000,0.60002200,0.67309700,0.63417500
15.902260,0.51424600,0.64528200,0.65747200,0.63796500,0.60860400,0.53712900,0.68700500,0.60645300,0.57051900,0.68071400,0.62355500
15.939850,0.52610400,0.66586600,0.63879300,0.59433700,0.59992700,0.54218000,0.67086900,0.58739700,0.55853900,0.67865400,0.62358800
15.977440,0.56905600,0.67061400,0.60074600,0.56116400,0.62768200,0.57369300,0.65615500,0.57998100,0.56523300,0.67046800,0.63701000
16.015040,0.63121300,0.67298700,0.57550600,0.55999300,0.67800200,0.60324300,0.63352700,0.58062800,0.59003500,0.66722200,0.66608100
16.052630,0.66943300,0.65867500,0.56529200,0.57604400,0.70535500,0.60280800,0.61546400,0.57674600,0.61197000,0.67019000,0.68401400
16.090230,0.63975200,0.62875400,0.56323900,0.57532700,0.67538400,0.58044200,0.61119100,0.56122000,0.61331800,0.65180800,0.66170400
16.127820,0.56311000,0.61714000,0.56245100,0.55270900,0.61689600,0.55854900,0.61390000,0.54616500,0.59862100,0.60642500,0.61083500
16.165410,0.49965100,0.63643800,0.54661600,0.52599000,0.56777700,0.54859500,0.60412900,0.54004800,0.58170000,0.56157500,0.55458500
16.203010,0.47406200,0.66104900,0.52686800,0.49944800,0.54355400,0.54820400,0.58011900,0.53254500,0.58155400,0.52657200,0.51155300
16.240600,0.46778000,0.64178200,0.52246400,0.46840300,0.54071600,0.55162700,0.54962100,0.53000200,0.59005900,0.50279800,0.48612600
16.278190,0.45675300,0.57449400,0.52811300,0.44286700,0.54070900,0.56168800,0.51747200,0.53435700,0.58608500,0.49734000,0.47263900
16.315790,0.44891300,0.49715700,0.53119600,0.43579000,0.53157000,0.57316900,0.49067600,0.53091100,0.57159600,0.50203100,0.46878500
16.353380,0.46406900,0.43842600,0.53358100,0.44786000,0.52246200,0.57657100,0.46927700,0.52276000,0.54367100,0.49843000,0.48182800
16.390980,0.49359900,0.41028900,0.54267200,0.48022900,0.50827200,0.57284700,0.45185800,0.51650700,0.50666500,0.48906500,0.51201300
16.428570,0.52098700,0.41000400,0.55277500,0.52668700,0.48682600,0.55775900,0.45185200,0.51738300,0.48123100,0.49630300,0.53413100
16.466160,0.55657900,0.43217200,0.57002400,0.55912200,0.46182200,0.53333500,0.47161100,0.53142300,0.47647400,0.52124200,0.53209000
16.503760,0.60902800,0.46898200,0.58914100,0.56871900,0.43522100,0.52044600,0.48962700,0.54718700,0.48963400,0.53783500,0.52260200
16.541350,0.66391700,0.49710400,0.58728000,0.57034000,0.41572100,0.53094800,0.48724700,0.54714400,0.51313700,0.52827000,0.52358700
16.578950,0.67892200,0.49890000,0.56022900,0.56331800,0.41502400,0.53938300,0.47375600,0.53406100,0.53571900,0.50310200,0.53311900
16.616540,0.63055000,0.49412100,0.52233000,0.55507700,0.43799500,0.51590500,0.46424200,0.53075900,0.54251100,0.47977200,0.53450300
16.654130,0.56865000,0.50743900,0.47870800,0.55173600,0.46968200,0.48193700,0.46834800,0.53492300,0.52366000,0.46783800,0.52190900
16.691730,0.52473400,0.53389000,0.43301500,0.54696700,0.48729500,0.46731100,0.49481500,0.51709900,0.47809800,0.45995000,0.50057500
16.729320,0.48998200,0.54480700,0.40139300,0.54330700,0.48534200,0.46694400,0.53019800,0.48062500,0.42419700,0.45041800,0.47737900
16.766920,0.46132200,0.51938700,0.39829500,0.53041300,0.48095000,0.45840800,0.54737200,0.44483800,0.38354700,0.45260400,0.46066300
16.804510,0.45125200,0.46428400,0.42258100,0.49541500,0.49473600,0.43236900,0.54088600,0.41120000,0.36578600,0.46847300,0.45490800
16.842100,0.46462500,0.41272700,0.46305000,0.44414200,0.52237900,0.39589500,0.51987600,0.38361300,0.37528200,0.48222500,0.45180300
16.879700,0.49046400,0.39267300,0.49360300,0.39305900,0.53831000,0.36758300,0.48798900,0.37078500,0.40882300,0.48677100,0.43892000
16.917290,0.49784800,0.41348300,0.49331200,0.36192600,0.53310000,0.35941400,0.45572100,0.37713600,0.45462900,0.48615500,0.41928900
16.954890,0.46499500,0.47095100,0.46523700,0.35415500,0.51338500,0.37089400,0.43689200,0.40429700,0.50162900,0.48022500,0.40398700
16.992480,0.40979500,0.54745600,0.42292400,0.36192000,0.48885900,0.39308100,0.42978400,0.44143100,0.53005900,0.46313200,0.39988100
17.030080,0.35914900,0.60735600,0.37859200,0.37624900,0.47411700,0.41863400,0.42189800,0.46797700,0.52264600,0.44107700,0.40330400
17.067670,0.32798700,0.60737400,0.35133200,0.39233100,0.47083000,0.44968200,0.40884100,0.47649800,0.49775600,0.42292500,0.40634200
17.105260,0.32318700,0.54737500,0.35262800,0.40964300,0.47701100,0.48048500,0.39740500,0.47711700,0.47685500,0.41620500,0.41281200
17.142850,0.34381800,0.46964400,0.37919800,0.42047400,0.47941500,0.49556700,0.39009100,0.47511900,0.45705100,0.41597200,0.43017700
17.180450,0.38173500,0.40218200,0.41542200,0.42359700,0.45703700,0.49369100,0.38716100,0.46731400,0.43120000,0.40752900,0.45904900
17.218040,0.42312700,0.34622700,0.44694800,0.43407300,0.41088100,0.48344300,0.39368100,0.45592700,0.40171100,0.39158400,0.48476300
17.255640,0.45803200,0.30370100,0.46360700,0.45307200,0.36329300,0.47001800,0.40758200,0.44135500,0.37886700,0.38368400,0.49230000
17.293230,0.46565700,0.28005300,0.45736500,0.46144200,0.33017100,0.44955200,0.41900000,0.42480100,0.36806900,0.39617600,0.48440900
17.330830,0.43336500,0.27779200,0.43435200,0.46031100,0.31608400,0.42590200,0.42028300,0.40979500,0.36696000,0.42303700,0.46370300
17.368420,0.38687300,0.29370700,0.40846600,0.45815500,0.31760400,0.41765800,0.41748100,0.39701300,0.36998300,0.44075200,0.43390000
17.406010,0.34902000,0.32032500,0.39869900,0.44575600,0.32399800,0.42142900,0.41682500,0.38618300,0.37584300,0.43515800,0.40036500
17.443610,0.32740000,0.35065900,0.41130000,0.42397700,0.32526200,0.41818700,0.41783600,0.37966100,0.39381000,0.41318800,0.36928200
17.481200,0.32645800,0.37955900,0.42878600,0.40656400,0.32130700,0.40491600,0.41995000,0.37818300,0.42302400,0.39177600,0.34322900
17.518800,0.34921200,0.40161500,0.43040800,0.39689200,0.32366900,0.38674300,0.41150300,0.37608700,0.44238800,0.38176300,0.32619900
17.556390,0.39150100,0.41602100,0.42398600,0.38912400,0.34279300,0.36562700,0.39292200,0.37119500,0.43377100,0.37951800,0.32472200
17.593980,0.44315700,0.42612600,0.41617400,0.38124000,0.37104800,0.35003800,0.37736900,0.36844400,0.40186600,0.37915200,0.33870100
17.631580,0.48878900,0.42775300,0.39700800,0.37948900,0.39799100,0.34503600,0.37076400,0.36923600,0.36885000,0.38147800,0.36159100
17.669170,0.51016000,0.41263100,0.36359000,0.38448200,0.42627500,0.33850800,0.37339400,0.36688300,0.34965700,0.38496300,0.38264900
17.706770,0.48881400,0.38846900,0.33179500,0.38380100,0.45086500,0.32100600,0.38206300,0.36234400,0.34215300,0.37975100,0.39349700
17.744360,0.44165600,0.36530800,0.31567800,0.37216200,0.45998600,0.30565100,0.38807100,0.36028100,0.33866700,0.36602000,0.39557000
17.781950,0.40602100,0.35736000,0.31129500,0.35735800,0.45746400,0.30842700,0.38454500,0.35731700,0.33585400,0.35381200,0.38902800
17.819550,0.38870600,0.36522100,0.31270100,0.34928900,0.45315400,0.32911500,0.36955900,0.35410500,0.33361600,0.34842700,0.37442100
17.857140,0.37464200,0.36956900,0.32273200,0.34899900,0.44693100,0.35440000,0.35022500,0.35611100,0.33418200,0.34440300,0.35652800
17.894740,0.35321800,0.35698100,0.34162500,0.34679600,0.42150500,0.36896400,0.33422400,0.36181200,0.34353200,0.33970000,0.33918600
17.932330,0.33383300,0.33407600,0.36024400,0.33376600,0.37504800,0.37016800,0.32556400,0.36630000,0.36316000,0.33652700,0.32919400
17.969920,0.32549800,0.31009100,0.37050400,0.31671200,0.32611600,0.36905100,0.32073300,0.36724300,0.38610800,0.33884800,0.33131800
18.007520,0.32488100,0.28777800,0.36885200,0.31114600,0.28662800,0.36955800,0.31252000,0.36243500,0.40105000,0.34515100,0.34364800
18.045110,0.32477300,0.27515900,0.35774300,0.32038200,0.26440000,0.37175900,0.30696100,0.35276700,0.39485000,0.34729100,0.35870900
18.082710,0.32139700,0.27867300,0.35239200,0.32995800,0.26375900,0.37395400,0.31118000,0.34294200,0.36491700,0.34109400,0.36739600
18.120300,0.31682000,0.29844100,0.36126900,0.32386400,0.28248400,0.36961500,0.32309200,0.33378800,0.32849200,0.33297400,0.36395000
18.157890,0.30109700,0.33930900,0.37996500,0.30298400,0.30691500,0.35892700,0.33586500,0.32004100,0.30361700,0.33380300,0.34829000
18.195490,0.26718200,0.40257400,0.39046700,0.27883700,0.31473700,0.34564600,0.33740400,0.30397800,0.29377500,0.34201500,0.32294600
18.233080,0.23405900,0.45946700,0.38110600,0.26326100,0.30108800,0.33929700,0.32678800,0.29646700,0.29090200,0.34372900,0.29930500
18.270680,0.21687400,0.45880300,0.36196400,0.26338300,0.28848600,0.33547000,0.31464100,0.29748300,0.28885700,0.33519600,0.28592500
18.308270,0.21492000,0.40414500,0.33798300,0.28103400,0.28996700,0.32335500,0.31021200,0.30105000,0.28829900,0.31859200,0.28126600
18.345860,0.22267400,0.34390400,0.31386700,0.30978000,0.29718500,0.30893200,0.31610400,0.30384500,0.29291200,0.29303700,0.28290000
18.383460,0.23815500,0.29417500,0.29505000,0.33515900,0.29875400,0.29555400,0.32162700,0.30292500,0.30189300,0.26851200,0.29003700
18.421050,0.25953300,0.25574700,0.27736300,0.34790200,0.28937300,0.28136700,0.32129200,0.30121600,0.30916700,0.25710500,0.29934100
18.458640,0.28322900,0.23528600,0.25332900,0.35136800,0.27850200,0.27075400,0.32147000,0.30412300,0.31517200,0.26119000,0.30606100
18.496240,0.30766300,0.23479000,0.23058700,0.35077900,0.28091000,0.26415900,0.32043400,0.31036700,0.32092600,0.27438900,0.30713400
18.533830,0.33774900,0.24883700,0.21668900,0.34347300,0.30126200,0.25387700,0.31495800,0.31799300,0.31723800,0.28903400,0.30724700
18.571430,0.36489000,0.26341100,0.21079700,0.32536000,0.32538700,0.24174800,0.30607600,0.32080600,0.29746300,0.30115600,0.30933100
18.609020,0.36199700,0.27041400,0.21391800,0.30103700,0.33146500,0.23606400,0.28928100,0.30871400,0.27136200,0.31029300,0.30456600
18.646610,0.32829600,0.27497300,0.22860300,0.28216500,0.31628800,0.23659100,0.26180100,0.28527500,0.25671700,0.31497100,0.28865600
18.684210,0.28649600,0.27956100,0.25395400,0.27330200,0.29720400,0.24215200,0.23414800,0.26387900,0.25829300,0.31217700,0.27067000
18.721800,0.25632800,0.28282700,0.28117000,0.26924700,0.29088500,0.25606100,0.22092900,0.25085700,0.26642500,0.30346500,0.26012300
18.759400,0.23852200,0.28069000,0.29629700,0.26372200,0.30050900,0.27397000,0.22652900,0.24605900,0.26806600,0.28993700,0.25586600
18.796990,0.22657300,0.27644900,0.29925600,0.25366000,0.31565000,0.28580100,0.24746000,0.24692700,0.26193600,0.27413000,0.25401300
18.834590,0.22280700,0.28119700,0.29776000,0.23929700,0.32252600,0.29482900,0.27446500,0.25152300,0.25965600,0.26332900,0.25611700
18.872180,0.22873300,0.29647200,0.29223900,0.22764300,0.31549500,0.30598100,0.29537900,0.25819500,0.26855700,0.25806300,0.26382000
18.909770,0.24394200,0.31510800,0.28455700,0.22610800,0.29599300,0.30992500,0.30239700,0.26711300,0.28274500,0.25474400,0.27400600
18.947370,0.26707000,0.33088500,0.27779000,0.23949900,0.27112000,0.30417700,0.29694000,0.27783200,0.28964000,0.25354400,0.28375700
18.984960,0.29407000,0.33403400,0.26883400,0.26417000,0.24844800,0.29512900,0.28552000,0.28298500,0.28181700,0.25369700,0.28808300
19.022560,0.31560300,0.32094500,0.26140200,0.28335600,0.23127200,0.28657900,0.27464200,0.27690800,0.27036600,0.25264500,0.28389000
19.060150,0.31759900,0.29555000,0.26295800,0.28884300,0.21520300,0.27664100,0.26662100,0.26384500,0.26494400,0.24993400,0.26982400
19.097740,0.30099300,0.26164500,0.26955600,0.29260700,0.20137000,0.26542600,0.26580300,0.25294300,0.26421600,0.24433500,0.24889500
19.135340,0.28064800,0.22749800,0.26828600,0.29752600,0.19329300,0.26121200,0.27041200,0.24757200,0.26547400,0.24012200,0.23287900
19.172930,0.26922100,0.20065000,0.25036200,0.29935000,0.18852100,0.26488100,0.26994500,0.24671100,0.26492700,0.24321200,0.23051400
19.210530,0.27112500,0.18450900,0.22460100,0.29741000,0.18625300,0.26631200,0.26048500,0.25215400,0.26097800,0.25257700,0.24187400
19.248120,0.27684800,0.17753100,0.20852800,0.28858300,0.18854500,0.25977700,0.24624900,0.25986200,0.25292500,0.26133900,0.25825000
