E[1] [eV],Re(eps)_nk_20,Re(eps)_nk_22,Re(eps)_nk_24,Re(eps)_nk_26,Re(eps)_nk_28,Re(eps)_nk_30,Re(eps)_nk_32,Re(eps)_nk_34,Re(eps)_nk_36,Re(eps)_nk_38,Re(eps)_nk_40
12.105260,1.61858200,1.64082800,1.64305500,1.61614200,1.59589200,1.65832100,1.62599100,1.61554600,1.61952200,1.64412200,1.62176800
12.142860,1.63273000,1.63701200,1.66359400,1.62346300,1.61172800,1.66831100,1.63915200,1.63225500,1.63197400,1.65409100,1.63902400
12.180450,1.63681700,1.63705200,1.68664300,1.64179100,1.63229900,1.67536000,1.65571300,1.64888800,1.64483300,1.66199200,1.65812100
12.218040,1.63590400,1.64973000,1.70821600,1.66355000,1.65586100,1.68359200,1.67645700,1.66617000,1.65954500,1.66813400,1.67903500
12.255640,1.63842200,1.67275800,1.72493000,1.68454200,1.68026000,1.68876200,1.69993900,1.68503900,1.67751300,1.67763700,1.70233300
12.293230,1.65039700,1.70033600,1.73698400,1.70395900,1.70467500,1.68841200,1.72360200,1.70598300,1.69780700,1.69306400,1.72655000
12.330830,1.67175700,1.72618400,1.74407300,1.72050400,1.72502100,1.68809400,1.74189100,1.72736600,1.71803600,1.70868900,1.74586800
12.368420,1.69474300,1.74424700,1.74779200,1.73275000,1.73707300,1.69549700,1.74847500,1.74561600,1.73389200,1.71735200,1.75262400
12.406010,1.70889400,1.74727100,1.75027500,1.74206700,1.74418300,1.71144700,1.75028500,1.75970800,1.74210000,1.72327100,1.74880100
12.443610,1.71160900,1.73976000,1.74875100,1.75759200,1.75408100,1.72509500,1.75611300,1.77229000,1.74371600,1.73517200,1.74404700
12.481200,1.72070200,1.73607300,1.74337600,1.78405300,1.76761300,1.73292900,1.76099700,1.78257200,1.75277400,1.75205300,1.74301500
12.518800,1.74911100,1.73865000,1.73029800,1.81355000,1.77958100,1.74633600,1.76437700,1.78637800,1.77440000,1.76955800,1.74555300
12.556390,1.79032800,1.74806600,1.72088800,1.83806700,1.79333700,1.76774500,1.77095700,1.78354700,1.79815500,1.78779100,1.75690800
12.593980,1.83375800,1.76435900,1.73918100,1.85787200,1.81270200,1.79379900,1.78160100,1.78896200,1.81775700,1.80745400,1.77714000
12.631580,1.87003000,1.78658800,1.78245400,1.86843800,1.82997700,1.82068600,1.80164500,1.80966400,1.83615200,1.82608700,1.80042900
12.669170,1.89870000,1.81929400,1.83582400,1.85687300,1.85156200,1.84478100,1.82748400,1.83179300,1.85742200,1.84669700,1.82680800
12.706770,1.93553900,1.85748500,1.88568100,1.83493500,1.88663600,1.87169700,1.84779000,1.84733200,1.88333400,1.87328500,1.85771500
12.744360,1.98804200,1.88021800,1.91982100,1.83535900,1.92471600,1.90415800,1.86475700,1.86774800,1.90950000,1.90394700,1.89475400
12.781950,2.04651800,1.87882300,1.93868100,1.86280500,1.95641500,1.94193700,1.89374300,1.90180200,1.93182000,1.93748600,1.93929900
12.819550,2.09384300,1.88490300,1.95710100,1.90772900,1.97835500,1.98998700,1.93766800,1.94425100,1.94500500,1.97270900,1.98457500
12.857140,2.11288900,1.92582300,1.98394500,1.95688900,1.98649000,2.04360100,1.98371100,1.99097100,1.95625600,2.00421000,2.02148300
12.894740,2.11397700,1.99201300,2.01762900,2.00452900,1.99405700,2.09170400,2.02331800,2.04016500,1.98392900,2.03396700,2.05447000
12.932330,2.12255600,2.06411400,2.04867000,2.04625000,2.02055100,2.12415400,2.06034000,2.08166900,2.02481500,2.06463700,2.08632500
12.969920,2.11099900,2.12300200,2.06716400,2.06659700,2.05281200,2.13440900,2.09600400,2.10186500,2.06189200,2.08387000,2.10235900
13.007520,2.04442900,2.15225700,2.06300000,2.06036900,2.07168300,2.10795400,2.11809500,2.08817200,2.07629200,2.07717300,2.09208600
13.045110,1.95908400,2.15007000,2.04140000,2.03466700,2.06818600,2.04212800,2.12010400,2.04376100,2.06106900,2.04076900,2.05459300
13.082710,1.90787700,2.13175200,2.02473100,1.99661100,2.03161700,1.95860400,2.10142400,1.99641000,2.02789700,1.98622400,1.99265500
13.120300,1.89652200,2.09856500,1.99951900,1.94902900,1.96604600,1.88820800,2.05995000,1.96261400,1.98037600,1.92358700,1.91981900
13.157890,1.88450300,2.03089200,1.95455600,1.91926600,1.90561500,1.84455200,1.97683200,1.92426200,1.92435500,1.86893400,1.86770200
13.195490,1.82666700,1.94050000,1.92376800,1.91758100,1.85289900,1.79843500,1.85510300,1.88513700,1.89637600,1.84334200,1.84277700
13.233080,1.73010300,1.88731800,1.91226400,1.90995800,1.77596700,1.74543400,1.76520200,1.85955500,1.88854000,1.82938400,1.82993100
13.270670,1.66396700,1.89395200,1.89786100,1.85748600,1.69469400,1.73418200,1.73724400,1.82058000,1.85773300,1.81955200,1.82317100
13.308270,1.65952000,1.92436400,1.83375800,1.78590300,1.67287200,1.76924800,1.72779800,1.76293200,1.81335200,1.82128900,1.79605700
13.345860,1.69093200,1.90495100,1.69366500,1.77355200,1.71119300,1.80044200,1.69241200,1.73488100,1.77227000,1.81096100,1.74106500
13.383460,1.73276000,1.76880900,1.56176100,1.81488700,1.77526000,1.78373700,1.65379100,1.74650800,1.70799000,1.77869100,1.70807900
13.421050,1.75568500,1.55242800,1.52775200,1.84661200,1.81186900,1.74387600,1.65050600,1.74408600,1.62788500,1.75116100,1.72237600
13.458640,1.73640700,1.38213900,1.56769000,1.82277700,1.79601000,1.72868700,1.66396900,1.69799400,1.57740800,1.73698400,1.73995900
13.496240,1.65081000,1.31736700,1.63410400,1.71798500,1.77768200,1.73281700,1.66096400,1.63506000,1.57878400,1.71030900,1.71375500
13.533830,1.53136800,1.33338600,1.70490100,1.55039400,1.78235400,1.72681000,1.64689100,1.59293700,1.61938400,1.64279600,1.65115900
13.571430,1.48964800,1.41129400,1.75188600,1.41565300,1.76972200,1.68694100,1.65128100,1.59323900,1.66434400,1.54687200,1.60876800
13.609020,1.54409700,1.52683100,1.73036100,1.37553100,1.70868800,1.61722000,1.67870900,1.62114300,1.68019200,1.47779500,1.60764100
13.646620,1.63323300,1.64314400,1.67503600,1.41079500,1.61496000,1.55116700,1.70774500,1.64222400,1.66178700,1.48115500,1.61270400
13.684210,1.71233900,1.71135700,1.65008400,1.46861000,1.51104500,1.51024100,1.70512700,1.62473500,1.63175000,1.53659400,1.59450700
13.721800,1.74274500,1.68143800,1.62554900,1.51845500,1.41885900,1.49684200,1.65138200,1.56228300,1.60907900,1.59099200,1.55557800
13.759400,1.71540500,1.58250000,1.58575200,1.57052600,1.36675700,1.52979300,1.55207700,1.49186700,1.57325000,1.61005700,1.52805400
13.796990,1.66003800,1.53199500,1.53259300,1.61408300,1.34661900,1.59164000,1.43929200,1.46532700,1.51598300,1.58366600,1.50342600
13.834590,1.58032000,1.54996500,1.45606500,1.62622300,1.34664400,1.62093700,1.36814000,1.46806100,1.45872500,1.54543900,1.46025400
13.872180,1.47297700,1.56786800,1.38332700,1.61180700,1.37233500,1.55952100,1.35184000,1.46350600,1.40423700,1.50888500,1.41999600
13.909770,1.31210000,1.53726900,1.33417400,1.56068900,1.40615900,1.41239000,1.36595500,1.43279400,1.36271200,1.44308300,1.38192200
13.947370,1.14073600,1.41257800,1.26176900,1.43582200,1.41259200,1.24127600,1.37203800,1.35898400,1.33395200,1.35368800,1.32202900
13.984960,1.08257000,1.20643600,1.15355800,1.27089600,1.36704300,1.09719900,1.34196300,1.26075500,1.27223900,1.25763200,1.25634100
14.022560,1.15230000,1.03721100,1.10750600,1.17842800,1.30703500,1.01695300,1.27368600,1.19559100,1.17847500,1.15994600,1.21105300
14.060150,1.27302800,1.00945200,1.15613600,1.16262000,1.25789400,1.00613700,1.16653800,1.18171300,1.10560300,1.07321600,1.17936900
14.097740,1.35529900,1.09837700,1.23845100,1.15113700,1.17652700,1.02598800,1.05082400,1.17346400,1.06435400,1.02000100,1.16088500
14.135340,1.35192800,1.20746400,1.24796300,1.09466000,1.05206500,1.05532300,0.97945200,1.12987200,1.03314500,1.00106700,1.12996200
14.172930,1.29115300,1.25296400,1.09314900,0.99522700,0.95749400,1.09726500,0.94559700,1.03958200,1.01226000,0.99970100,1.05881900
14.210530,1.19157800,1.21076000,0.85417100,0.90304100,0.92982600,1.10804100,0.92191400,0.94411500,1.02146900,1.01238200,0.96993600
14.248120,1.02536300,1.12365200,0.70161100,0.83858200,0.92259600,1.05992700,0.91365300,0.88480800,1.05299800,1.02919300,0.89013500
14.285710,0.79866400,1.04232400,0.67040600,0.80847300,0.90113000,1.00318700,0.93678200,0.85442400,1.05181800,1.01969100,0.83232900
14.323310,0.59493700,0.97163800,0.73245500,0.79291500,0.86294800,0.98114500,0.96629700,0.83129800,0.99072800,0.96813000,0.80882800
14.360900,0.51694600,0.89465300,0.84278600,0.76032300,0.83393000,0.98486200,0.97547700,0.82755800,0.89574100,0.90100700,0.84001000
14.398490,0.55652500,0.79908800,0.95244800,0.72912900,0.85152400,0.99695800,0.97650000,0.84993400,0.80316000,0.84450000,0.89908200
14.436090,0.63446400,0.68460300,1.01945000,0.74159800,0.90520100,0.97058600,0.96079700,0.88181600,0.73425300,0.79008300,0.94130600
14.473680,0.68473700,0.59048400,1.02443000,0.80418300,0.95679500,0.86712900,0.90548300,0.89624800,0.70389700,0.73434300,0.95187400
14.511280,0.70377000,0.53973100,0.98695900,0.88377000,0.97927500,0.72725300,0.83246900,0.87685300,0.70081400,0.70869800,0.92157000
14.548870,0.74247300,0.54167100,0.95618400,0.93912700,0.95314300,0.62712700,0.75016800,0.84492600,0.73030600,0.73302000,0.84583000
14.586460,0.81204600,0.59534700,0.94716500,0.94306500,0.86377200,0.59442400,0.67793000,0.80872300,0.79524700,0.78918400,0.75912600
14.624060,0.86712600,0.67304600,0.91562200,0.89095500,0.75039700,0.60714000,0.64298200,0.75670200,0.85839800,0.85092600,0.69707000
14.661650,0.87928600,0.72465500,0.85600200,0.82280900,0.65739300,0.64161800,0.64980500,0.70723200,0.88075800,0.90344400,0.66028200
14.699250,0.87209500,0.73863800,0.81338500,0.79948500,0.59815500,0.69863800,0.68666400,0.68753500,0.86157800,0.92112400,0.64761900
14.736840,0.85526300,0.77062800,0.77662000,0.83998800,0.56186200,0.76961000,0.73334600,0.69728400,0.81957800,0.87931400,0.65836800
14.774440,0.82385300,0.84871400,0.70709700,0.88686100,0.55080400,0.81136600,0.76316000,0.72578400,0.77080900,0.77138600,0.68815600
14.812030,0.78858900,0.93577900,0.61180300,0.87794000,0.57963500,0.78309200,0.75841200,0.76127300,0.72067000,0.62985100,0.72431000
14.849620,0.74482500,0.97957000,0.53418300,0.78205200,0.63640900,0.72291400,0.73272800,0.77201700,0.68911400,0.54203600,0.75424200
14.887220,0.70115900,0.95121800,0.50016900,0.64311500,0.68926900,0.70355900,0.70244900,0.75537200,0.67330300,0.54056900,0.78110200
14.924810,0.67988100,0.85676100,0.50548100,0.55613300,0.72897600,0.72997700,0.68032300,0.74036500,0.65078100,0.58329300,0.79160500
14.962400,0.69297800,0.73735900,0.52764700,0.55799300,0.76845300,0.75446200,0.68004800,0.71903700,0.62422900,0.63417000,0.76862100
15.000000,0.71518400,0.63158400,0.54008400,0.60907100,0.79727400,0.75459800,0.70436600,0.68022800,0.59244100,0.66772900,0.73001900
15.037590,0.69886600,0.55414100,0.55252700,0.64442900,0.80470900,0.73969500,0.73414400,0.65154700,0.57321300,0.67563100,0.68985000
15.075190,0.66288900,0.52332900,0.58484600,0.62663900,0.80442200,0.71218000,0.75592200,0.63947500,0.59821300,0.67748300,0.64732900
15.112780,0.67063400,0.54724500,0.62981700,0.57194500,0.80089800,0.68559300,0.75763000,0.63185800,0.65904700,0.69493900,0.62187000
15.150370,0.71955000,0.59682500,0.67938600,0.53880700,0.77840900,0.67989700,0.73455900,0.63972300,0.72242300,0.73153300,0.62075300
15.187970,0.77161900,0.63769600,0.72523200,0.55766300,0.73650900,0.69396400,0.71252300,0.66674400,0.76450200,0.77978300,0.63163700
15.225560,0.82108900,0.67807600,0.76675100,0.60398900,0.69116900,0.69611300,0.70876700,0.68876100,0.77608000,0.81509100,0.64844800
15.263160,0.85157500,0.72950100,0.80228100,0.64109200,0.64843500,0.65157200,0.70709700,0.68389100,0.76440800,0.82209000,0.66781500
15.300750,0.82993700,0.77736900,0.82632500,0.64978000,0.60728200,0.59176500,0.68817600,0.66697100,0.73225800,0.80778000,0.69124000
15.338350,0.76707600,0.79139900,0.83299000,0.64168600,0.59056200,0.56768900,0.64785400,0.65346100,0.69618400,0.76136900,0.71903300
15.375940,0.68777600,0.76764500,0.83289700,0.64644500,0.59953600,0.58598900,0.59165000,0.63932300,0.68271100,0.67056300,0.74004600
15.413530,0.59592700,0.71644400,0.84128300,0.67568300,0.60496600,0.62932000,0.54064000,0.64090000,0.68179400,0.57695700,0.73068800
15.451130,0.51640700,0.64187900,0.83095300,0.73494000,0.59468200,0.68229500,0.51807000,0.65694100,0.66323400,0.52360200,0.68742500
15.488720,0.47644400,0.57725200,0.76736200,0.81387300,0.59467000,0.72748800,0.52648900,0.66438400,0.63074500,0.50514900,0.62970200
15.526320,0.46483700,0.54402300,0.66913000,0.88990200,0.62165000,0.74895400,0.55816700,0.67011400,0.61394600,0.50768100,0.58545900
15.563910,0.48435900,0.53557200,0.59010500,0.93812200,0.65349400,0.74165000,0.60641500,0.69518500,0.61941400,0.53664900,0.58091200
15.601500,0.53060500,0.54663300,0.54067700,0.91789200,0.66545900,0.70990900,0.65735600,0.72926200,0.63095700,0.58713400,0.60831000
15.639100,0.58534400,0.56188500,0.50114500,0.79392300,0.66004300,0.67324700,0.70293700,0.74580200,0.63955600,0.64014300,0.64004600
15.676690,0.61942000,0.57076800,0.47313100,0.62974000,0.65435600,0.63553900,0.74487000,0.72727200,0.63950000,0.67417300,0.65225800
15.714280,0.60742200,0.58150800,0.47658700,0.51770100,0.64422400,0.58695300,0.76803800,0.67854700,0.62464600,0.68056100,0.64349400
15.751880,0.57127700,0.60910700,0.51906500,0.47800000,0.63958700,0.54217000,0.75102200,0.61171500,0.59296300,0.67712200,0.63119200
15.789470,0.55062200,0.65731700,0.58756100,0.49267700,0.64280500,0.51238600,0.70072400,0.55050700,0.56582200,0.68439400,0.62515500
15.827070,0.54973500,0.70464900,0.65031600,0.52123300,0.63136000,0.50913700,0.65118400,0.52142800,0.55748100,0.69325500,0.62297300
15.864660,0.57659400,0.72903800,0.67006300,0.53081200,0.61625800,0.54113800,0.61934200,0.52894100,0.56912500,0.68514500,0.62716700
15.902260,0.62855900,0.72276600,0.63519400,0.52199100,0.62944000,0.59392300,0.60854300,0.55347100,0.59668200,0.66625300,0.63959800
15.939850,0.68179700,0.69797500,0.59437000,0.52654300,0.66547200,0.64473500,0.60539900,0.57763800,0.62997400,0.64712000,0.65353200
15.977440,0.71625200,0.67545200,0.58660500,0.55795500,0.69486600,0.67086700,0.59532000,0.59740800,0.66137100,0.63271600,0.66473700
16.015040,0.70854800,0.65153400,0.60043600,0.59221700,0.68573300,0.65974400,0.59022900,0.60699800,0.67653200,0.62332500,0.65637400
16.052630,0.64503500,0.62226200,0.61535500,0.59903100,0.62680500,0.63266100,0.59645500,0.60451700,0.66464200,0.60046800,0.61291900
16.090230,0.56777500,0.61446000,0.62510000,0.58190500,0.56365500,0.62033600,0.60352700,0.60342600,0.64285500,0.56170200,0.55982400
16.127820,0.53958300,0.62947400,0.62305700,0.56981400,0.53988200,0.62712000,0.59578800,0.61358100,0.62831900,0.53962500,0.52987800
16.165410,0.56663700,0.63425700,0.61814200,0.57081400,0.55217000,0.64226000,0.57594400,0.62352800,0.63084700,0.54376900,0.53026200
16.203010,0.60871400,0.59753200,0.63059300,0.57707800,0.57818500,0.65436400,0.56039100,0.63104800,0.63948100,0.56049500,0.55363500
16.240600,0.63696100,0.53214800,0.65045400,0.59257200,0.59676100,0.66336800,0.55437000,0.64296300,0.63159400,0.58725100,0.58416000
16.278190,0.65902700,0.49178100,0.66173900,0.62555000,0.59797000,0.66803100,0.55943600,0.64650300,0.61258500,0.61476800,0.61496800
16.315790,0.69474800,0.49732100,0.66578200,0.66804400,0.59567100,0.66078700,0.57433600,0.64348700,0.59448900,0.62846000,0.64715100
16.353380,0.73374900,0.53851200,0.67269800,0.70913200,0.59418700,0.64609300,0.59283200,0.64615400,0.57990900,0.63233500,0.67866900
16.390980,0.75566100,0.59459000,0.67723200,0.74107100,0.58873200,0.62923300,0.61963400,0.65383700,0.58497400,0.64660800,0.69128500
16.428570,0.76706800,0.64866300,0.67703300,0.74620200,0.58775600,0.61235100,0.65337000,0.66640000,0.61018100,0.66887000,0.67641900
16.466160,0.77759200,0.69063400,0.67254900,0.72233600,0.59350200,0.60962600,0.67368700,0.67326000,0.64066500,0.67383000,0.65827700
16.503760,0.77052900,0.70869500,0.64793000,0.69565200,0.61030700,0.62403800,0.66956700,0.66215000,0.66311900,0.65215700,0.65521900
16.541350,0.72482400,0.69759600,0.60682100,0.67338800,0.64117200,0.63129400,0.65808100,0.64077700,0.66925500,0.62517000,0.65929300
16.578950,0.63842000,0.68209900,0.57241800,0.65373400,0.68077100,0.60945500,0.65961300,0.62983000,0.65394300,0.61361200,0.65285900
16.616540,0.56778800,0.68552800,0.55377300,0.64345100,0.71175000,0.58348600,0.67425800,0.62852400,0.62088400,0.61950800,0.63381200
16.654130,0.54802400,0.69478100,0.54933300,0.63234900,0.71761600,0.58546300,0.69766300,0.61098900,0.58292100,0.63133700,0.61481200
16.691730,0.55164300,0.68309000,0.56508900,0.61876300,0.70413600,0.60174500,0.71417200,0.58137800,0.55989800,0.63937500,0.60410000
16.729320,0.56106300,0.64419700,0.60405200,0.60078000,0.69319600,0.60566300,0.70305500,0.56826800,0.56851600,0.65202400,0.60455900
16.766920,0.58181600,0.60089500,0.65109800,0.57144300,0.69928900,0.59533400,0.66830500,0.57172800,0.60358400,0.67126100,0.61441300
16.804510,0.61158000,0.58668800,0.68679400,0.54391200,0.71131800,0.58656100,0.63283600,0.58606200,0.65296700,0.67997000,0.62398600
16.842100,0.63339400,0.61531200,0.69441800,0.53574900,0.70432900,0.59610300,0.60525900,0.61411800,0.70344600,0.67323700,0.62375700
16.879700,0.62778700,0.67100900,0.66788900,0.55577100,0.67521300,0.62705500,0.59023500,0.65215000,0.73973400,0.66087700,0.61980900
16.917290,0.59052100,0.72854300,0.62709600,0.59584400,0.64338200,0.66757500,0.59404500,0.69212900,0.75246300,0.64831400,0.62520200
16.954890,0.55210700,0.76293300,0.59637600,0.63742600,0.62058900,0.70330100,0.60864700,0.72215700,0.73777300,0.63259300,0.64157200
16.992480,0.54435700,0.75184600,0.58634600,0.67014600,0.61414700,0.72659900,0.61896300,0.72801000,0.69466700,0.61946000,0.66173000
17.030080,0.56811000,0.68401200,0.60257000,0.69148100,0.61910300,0.73971600,0.62188800,0.71169200,0.64800900,0.61756700,0.67634500
17.067670,0.61297800,0.58524300,0.64256700,0.70464600,0.62365600,0.74291100,0.62689400,0.69045600,0.62319100,0.62657100,0.68796600
17.105260,0.66456400,0.51145200,0.68902900,0.70907800,0.61886800,0.72748900,0.63781000,0.67459600,0.61180400,0.63934900,0.70261300
17.142850,0.70856300,0.48612000,0.72242200,0.70509300,0.59454900,0.69797300,0.65096400,0.65890900,0.60149400,0.64319200,0.71619200
17.180450,0.73225200,0.49269400,0.73171800,0.70509300,0.56130700,0.66994200,0.66694800,0.64422100,0.59481700,0.64121700,0.71676000
17.218040,0.73139300,0.51710700,0.71964000,0.71061600,0.54563400,0.64896200,0.68254300,0.63279500,0.59988700,0.64884800,0.69508900
17.255640,0.70548900,0.55682900,0.69123600,0.70415500,0.55754200,0.63256900,0.68907800,0.62443800,0.61760800,0.67040500,0.66238700
17.293230,0.65697000,0.60652800,0.66074700,0.68499500,0.58776600,0.61995500,0.68359000,0.62145300,0.63981400,0.69279100,0.63073900
17.330830,0.61810000,0.65699600,0.64336100,0.66943300,0.62333200,0.62248400,0.67467900,0.62331600,0.65936800,0.69558700,0.60432800
17.368420,0.61231600,0.69878200,0.64740200,0.65277500,0.65261500,0.63472000,0.67100000,0.62782900,0.67437100,0.67428600,0.58821700
17.406010,0.63265000,0.72640800,0.66715800,0.63380900,0.66993800,0.63531700,0.66895300,0.63479800,0.68978300,0.64729500,0.58476900
17.443610,0.66811700,0.73971200,0.68129300,0.62559200,0.68088500,0.62429000,0.66590400,0.64407100,0.70386800,0.63335700,0.59347100
17.481200,0.71098600,0.73929500,0.67291000,0.62928900,0.69645600,0.61442500,0.65675100,0.65069200,0.69991800,0.63718000,0.61157700
17.518800,0.74991100,0.72875300,0.65396600,0.63453400,0.72211500,0.60986000,0.64212500,0.65294400,0.67080500,0.64817900,0.63924100
17.556390,0.77237700,0.71378600,0.64021300,0.63769400,0.74682900,0.61304900,0.63717700,0.65587500,0.63344600,0.65603100,0.67069500
17.593980,0.76884000,0.69546500,0.62479300,0.64302700,0.75744700,0.62584600,0.64412100,0.66156000,0.61245000,0.66058100,0.69572500
17.631580,0.73554600,0.66982600,0.60661800,0.65081300,0.75734400,0.63694700,0.65589400,0.66410000,0.61630400,0.66308400,0.70667500
17.669170,0.67686700,0.64637600,0.60035700,0.65131400,0.74899900,0.63907600,0.66575700,0.66327200,0.63238300,0.65821900,0.70140800
17.706770,0.61588600,0.63627000,0.61532700,0.64166300,0.72566100,0.64526700,0.66721600,0.66529200,0.64751200,0.64804500,0.68727800
17.744360,0.58890200,0.64220600,0.64051000,0.63378400,0.69416600,0.66801800,0.65797900,0.66811700,0.65829200,0.64393800,0.67134500
17.781950,0.59150700,0.65825600,0.66323900,0.63534800,0.66704000,0.69829200,0.64311200,0.66952900,0.66757500,0.64913300,0.65539500
17.819550,0.59735600,0.66448100,0.68420400,0.64350700,0.64362900,0.71882700,0.63152800,0.67415600,0.67740400,0.65582100,0.64489600
17.857140,0.59522500,0.65290000,0.70339900,0.64766900,0.61345400,0.72013000,0.63028300,0.67973900,0.69030000,0.65979100,0.64253500
17.894740,0.59499500,0.63774600,0.71355400,0.64315600,0.57701100,0.70724900,0.63763300,0.68042800,0.70428100,0.66432100,0.64945500
17.932330,0.60602800,0.63335600,0.70976500,0.63838200,0.55737900,0.69538900,0.64812400,0.67560300,0.71043500,0.67124700,0.66483000
17.969920,0.62021700,0.64007100,0.69711400,0.64626700,0.56232400,0.69017300,0.65480600,0.66708800,0.70121800,0.67843200,0.68148900
18.007520,0.62880200,0.65813500,0.68242700,0.66370600,0.58691300,0.68604800,0.66164700,0.65726400,0.67494700,0.67917900,0.69059600
18.045110,0.62964200,0.68839600,0.67752700,0.67441100,0.62381400,0.68132100,0.67542100,0.65082400,0.63937400,0.67281600,0.68706000
18.082710,0.62706600,0.72311000,0.68517300,0.66778000,0.66230400,0.67143300,0.68990800,0.64846700,0.61454200,0.66710100,0.67185400
18.120300,0.62026500,0.75624600,0.69316200,0.65291700,0.68866100,0.65862500,0.69737800,0.64614300,0.61377900,0.66990300,0.65208100
18.157890,0.60640800,0.78166400,0.68716700,0.64664900,0.69141000,0.64853100,0.69246700,0.64451500,0.63028400,0.67676400,0.63508700
18.195490,0.60367300,0.77878000,0.66203800,0.65653500,0.67568100,0.64595300,0.67884400,0.65200100,0.64896500,0.67445600,0.62892200
18.233080,0.62438500,0.72306600,0.63471500,0.68061500,0.66743400,0.64760300,0.67072600,0.66651600,0.66220900,0.66132000,0.63808200
18.270680,0.65748900,0.63609100,0.61631100,0.71066600,0.67767300,0.64196800,0.67360700,0.67789800,0.67239700,0.64770900,0.65464500
18.308270,0.69043600,0.57994500,0.60591500,0.73603800,0.69082500,0.63490000,0.68379500,0.68400600,0.68328000,0.63674900,0.67119100
18.345860,0.71888500,0.56725000,0.60525800,0.74513600,0.69437200,0.63425800,0.69006600,0.68549200,0.69369900,0.63506600,0.68573900
18.383460,0.74221400,0.57698900,0.60936700,0.73556500,0.68963000,0.63582500,0.68653900,0.68574300,0.69831200,0.64971100,0.69589400
18.421050,0.75774600,0.60299000,0.61142900,0.71722200,0.68752500,0.64088100,0.68179000,0.68941500,0.69675900,0.67501300,0.69910400
18.458640,0.76483200,0.63933000,0.61742700,0.69967900,0.69874000,0.65000200,0.67789100,0.69387900,0.69310100,0.69891500,0.69577300
18.496240,0.76550800,0.67475600,0.63531200,0.68231700,0.71899700,0.65705000,0.67005900,0.69438500,0.68303500,0.71345100,0.69077800
18.533830,0.75706600,0.69800700,0.65977800,0.66298600,0.73167800,0.66241200,0.66119800,0.68857500,0.66531900,0.71792100,0.68821300
18.571430,0.72440000,0.70525700,0.68636100,0.64697400,0.72202300,0.67482800,0.65155400,0.67315200,0.65171500,0.71555500,0.68199100
18.609020,0.67588600,0.70707800,0.71431300,0.64334200,0.69697600,0.69257500,0.64152600,0.65500500,0.65620500,0.70852600,0.66976400
18.646610,0.64245300,0.70943200,0.73940100,0.65168000,0.67919200,0.70994400,0.64041300,0.64886700,0.67544600,0.69688200,0.66201900
18.684210,0.63754600,0.71065300,0.75416600,0.66236600,0.68092500,0.72719100,0.65787900,0.65675900,0.69377400,0.68369700,0.66650900
18.721800,0.65217100,0.70903500,0.75122400,0.66829500,0.69449900,0.74125500,0.68878300,0.67173600,0.70039300,0.67321500,0.67816300
18.759400,0.67086800,0.70714100,0.73574300,0.67034700,0.70406100,0.74442500,0.72052900,0.68750700,0.69860200,0.66660400,0.68923300
18.796990,0.69186700,0.71287100,0.72127500,0.67204400,0.69830700,0.74001400,0.74219500,0.70113100,0.70115400,0.66803400,0.69966700
18.834590,0.71620100,0.72420800,0.71030000,0.67975700,0.67939900,0.73660800,0.74667500,0.71156500,0.71244000,0.67597300,0.71074100
18.872180,0.73977900,0.72963100,0.70125400,0.69715200,0.65693000,0.72820700,0.73470000,0.71867100,0.72263500,0.68390900,0.71883300
18.909770,0.75921100,0.72377800,0.69689300,0.72119800,0.64029800,0.71243000,0.71548700,0.72259200,0.72144900,0.69055600,0.72080300
18.947370,0.76993000,0.70501400,0.69455500,0.74378400,0.63484900,0.69888600,0.69921100,0.71971100,0.70814300,0.69675000,0.71585000
18.984960,0.76735900,0.67587000,0.69406700,0.75222000,0.63961500,0.69145500,0.69128500,0.70836000,0.69595900,0.70032300,0.70424500
19.022560,0.74758300,0.64726200,0.70024300,0.74281800,0.64831300,0.68727800,0.69040800,0.69635100,0.69544400,0.70218300,0.69064600
19.060150,0.71876400,0.62597000,0.70740100,0.73152100,0.65855400,0.68462500,0.69470600,0.69262900,0.70029000,0.70341800,0.67990700
19.097740,0.69962000,0.61726700,0.70507400,0.72532500,0.67398100,0.68773700,0.70084800,0.69785000,0.70395700,0.70667700,0.68073300
19.135340,0.69796300,0.62398200,0.69195400,0.71650500,0.69163100,0.69627000,0.70000400,0.70614600,0.70428600,0.71564600,0.69563300
19.172930,0.70844500,0.64288400,0.68091100,0.70472100,0.70902300,0.69936300,0.69098700,0.71522700,0.70107400,0.72645400,0.71649500
19.210530,0.71869000,0.66746300,0.68755900,0.69056400,0.72797800,0.69391100,0.68259300,0.72236600,0.69704300,0.73181400,0.73175500
19.248120,0.71887900,0.69272500,0.71088700,0.67479200,0.74948300,0.68636400,0.67984500,0.72125600,0.69443200,0.72904100,0.73384900
19.285710,0.71548700,0.71684600,0.73841000,0.66262700,0.77209400,0.68409900,0.68321200,0.71487800,0.69764500,0.72234800,0.72389100
19.323310,0.71826400,0.73855200,0.75927600,0.66215900,0.78957600,0.68887400,0.69496800,0.71157400,0.70600300,0.71668000,0.70831900
19.360900,0.72498400,0.75548100,0.76805600,0.67472200,0.79610300,0.69907100,0.71566500,0.71242900,0.71343300,0.71330000,0.70018700
19.398490,0.72171900,0.76170800,0.76545900,0.69111400,0.79236100,0.71234100,0.73714000,0.71285200,0.71750600,0.71362100,0.70506600
